0	12	793	666	3	1586	858	8	502	291	14	862	666	6	565	291	4	1653	865	10	632	291	5	1513	868	29260	
1	12	1267	917	3	821	610	8	1346	271	14	1406	916	1	751	612	15	1343	918	2	687	609	11	1277	267	16408	
2	12	264	972	3	1354	636	8	1319	965	14	194	970	0	1288	640	7	1247	961	9	1164	957	13	128	971	21594	
3	6	1148	717	4	1328	620	10	1082	720	5	1260	620	1	1469	615	15	643	351	2	1398	616	11	1009	722	13768	
4	6	958	322	4	1497	618	10	1094	320	5	1423	616	0	1389	866	7	886	323	9	1024	319	13	1323	868	16557	
5	1	956	681	15	503	331	2	885	679	11	1412	372	0	578	331	7	1382	637	9	1448	639	13	421	335	27251	
6	12	1220	658	3	629	439	8	838	894	14	1288	656	6	749	889	4	556	441	10	671	887	5	483	444	16911	
7	12	348	823	3	892	844	8	1092	388	14	415	823	1	1047	841	15	482	824	2	969	844	11	1421	646	21607	
8	12	1085	395	3	1069	730	8	258	177	14	1232	395	0	997	729	7	189	177	9	117	181	13	1158	392	15785	
9	6	906	330	4	343	425	10	982	330	5	269	429	1	487	424	15	864	785	2	418	421	11	1058	327	19078	
10	6	632	1001	4	663	256	10	855	1009	5	594	258	0	738	252	7	709	999	9	785	1004	13	987	106	23930	
11	1	755	625	15	516	622	2	673	620	11	1161	329	0	593	623	7	903	813	9	967	816	13	444	627	22092	
