0	7	1264	343	4	657	964	14	598	639	11	1447	709	13	624	544	9	1380	482	3	586	830	12	762	363	45383	
1	7	1453	403	4	600	709	14	673	338	11	1503	969	0	607	473	2	601	591	8	1548	633	6	1375	289	43824	
2	7	1156	283	4	697	805	14	620	394	11	1426	516	1	597	679	10	1301	389	5	801	912	15	606	526	43993	
3	13	654	343	9	1533	602	3	587	794	12	840	223	0	567	458	2	557	661	8	1475	369	6	1375	246	37925	
4	13	474	246	9	1389	285	3	547	788	12	712	118	1	481	696	10	1485	449	5	710	947	15	450	460	30276	
5	0	514	507	2	606	857	8	1292	870	6	1117	983	1	526	773	10	1464	511	5	775	1010	15	555	438	76480	
6	7	1410	265	4	681	912	14	553	624	11	1550	541	13	552	500	9	1501	378	3	617	833	12	640	244	59022	
7	7	1432	486	4	684	974	14	549	504	11	1405	898	0	523	611	2	542	818	8	1362	352	6	1469	711	37984	
8	7	1449	439	4	697	868	14	729	248	11	1469	834	1	645	753	10	1526	716	5	814	1007	15	649	368	31298	
9	13	710	511	9	1444	998	3	757	854	12	788	385	0	676	652	2	718	785	8	1622	644	6	1605	712	32598	
10	13	592	306	9	1598	581	3	702	914	12	835	136	1	559	648	10	1564	434	5	793	998	15	544	453	21339	
11	0	585	575	2	673	837	8	1597	686	6	1286	956	1	636	737	10	1560	543	5	890	969	15	599	425	35652	
