0	3	1289	842	1	1180	749	9	1264	266	11	992	420	5	1250	840	4	1284	800	15	797	652	8	1296	336	13844	
1	3	1077	830	1	1161	734	9	1455	445	11	1664	273	6	1394	512	2	1114	781	10	1533	351	13	1095	544	24914	
2	3	1412	369	1	1372	374	9	1385	550	11	1087	397	12	1303	299	14	1349	329	0	1382	351	7	1349	564	16098	
3	5	333	725	4	236	717	15	872	542	8	1187	197	6	1236	236	2	269	663	10	1399	650	13	889	511	8919	
4	5	1665	757	4	1727	791	15	1296	293	8	1058	831	12	1158	458	14	1256	350	0	1314	303	7	1074	853	11615	
5	6	1373	889	2	740	375	10	1433	823	13	374	584	12	382	629	14	317	622	0	699	329	7	1400	898	12538	
6	3	861	354	1	791	395	9	547	665	11	570	674	5	1172	592	4	1122	594	15	891	402	8	489	677	10507	
7	3	559	523	1	571	582	9	966	439	11	994	518	6	1082	755	2	509	569	10	1032	444	13	1139	715	14115	
8	3	1065	179	1	987	205	9	288	746	11	621	421	12	473	523	14	417	564	0	788	284	7	342	865	24493	
9	5	825	192	4	891	170	15	1212	169	8	250	491	6	290	449	2	753	175	10	223	471	13	1248	149	12678	
10	5	1486	279	4	1488	258	15	946	353	8	1539	656	12	766	579	14	1057	401	0	962	442	7	1586	716	10005	
11	6	1530	370	2	1206	383	10	1374	522	13	1287	206	12	1269	232	14	1342	249	0	1226	355	7	1534	398	17508	
