0	6	492	978	7	581	974	15	1252	233	4	1514	229	10	346	870	1	1426	226	0	1335	230	13	1184	233	21595	
1	6	1613	112	7	1688	110	15	765	1001	4	960	527	5	876	526	8	1765	105	9	1841	104	3	1056	529	13167	
2	6	514	408	7	598	408	15	1241	207	4	883	600	2	957	599	12	1068	209	11	1429	679	14	1158	206	14631	
3	10	813	937	1	1807	654	0	913	358	13	844	355	5	1645	660	8	971	932	9	895	932	3	1725	656	14179	
4	10	1115	220	1	664	755	0	933	379	13	761	382	2	580	754	12	1007	380	11	1038	219	14	849	382	16097	
5	5	349	229	8	645	777	9	572	777	3	433	231	2	528	232	12	1396	93	11	486	776	14	1329	92	13681	
6	6	1067	609	7	1145	608	15	1002	318	4	1369	329	10	386	660	1	1160	311	0	1074	316	13	927	320	15577	
7	6	567	456	7	484	448	15	1276	450	4	737	680	5	659	675	8	405	451	9	334	449	3	807	682	19034	
8	6	1298	902	7	1374	903	15	695	438	4	1652	211	2	1727	206	12	785	445	11	1285	573	14	623	434	12378	
9	10	245	767	1	1343	109	0	1420	113	13	1550	123	5	860	104	8	420	756	9	343	761	3	1256	113	14824	
10	10	638	652	1	554	231	0	383	231	13	149	226	2	469	229	12	232	231	11	733	652	14	305	230	20263	
11	5	874	750	8	1620	542	9	1548	547	3	954	752	2	1056	743	12	747	419	11	1419	439	14	666	414	10462	
