0	0	430	338	7	463	672	15	496	341	12	463	405	9	465	610	6	460	731	10	465	547	3	560	341	45872	
1	0	144	433	7	555	381	15	145	491	12	144	607	2	206	373	11	144	687	13	145	552	1	146	374	55661	
2	0	328	259	7	323	528	15	385	259	12	521	259	5	323	422	8	322	589	14	445	258	4	326	361	32002	
3	9	1543	634	6	1469	635	10	1603	633	3	1328	634	2	1269	634	11	1683	633	13	1339	758	1	1210	634	31170	
4	9	433	462	6	572	462	10	374	462	3	803	464	5	642	463	8	491	462	14	942	466	4	743	465	37685	
5	2	328	197	11	253	601	13	257	434	1	258	198	5	501	195	8	505	304	14	257	368	4	421	196	37179	
6	0	838	89	7	380	90	15	963	90	12	656	91	9	477	92	6	313	88	10	545	91	3	841	158	29820	
7	0	951	509	7	1590	154	15	1010	510	12	953	659	2	709	511	11	1232	590	13	1014	657	1	768	512	47530	
8	0	406	568	7	615	87	15	400	490	12	253	553	5	768	89	8	527	87	14	340	492	4	844	88	25128	
9	9	866	437	6	784	438	10	946	437	3	636	442	2	564	440	11	1030	437	13	716	676	1	503	441	46756	
10	9	740	423	6	571	421	10	801	423	3	451	584	5	447	418	8	638	424	14	282	619	4	450	515	37079	
11	2	494	314	11	916	321	13	431	506	1	433	316	5	645	316	8	772	319	14	434	445	4	557	316	27923	
