0	4	565	665	5	571	769	3	562	562	14	1475	515	12	1470	392	2	559	441	9	1054	381	7	1053	485	42988	
1	4	443	449	5	447	538	3	436	354	14	779	314	0	778	141	15	777	234	13	782	397	10	1231	416	32633	
2	4	503	635	5	503	718	3	514	546	14	794	315	6	859	729	11	1163	417	8	862	828	1	517	463	38367	
3	12	937	620	2	645	412	9	1319	489	7	1322	577	0	917	298	15	922	403	13	933	512	10	1318	405	27595	
4	12	1189	252	2	823	284	9	490	161	7	500	328	6	504	406	11	1204	450	8	497	243	1	826	399	19937	
5	0	379	335	15	377	425	13	379	513	10	1104	352	6	743	268	11	1106	257	8	744	358	1	378	250	23106	
6	4	535	566	5	529	463	3	539	645	14	721	188	12	718	286	2	536	731	9	1077	589	7	1080	501	27151	
7	4	1275	300	5	1281	224	3	1282	384	14	546	193	0	539	341	15	546	262	13	544	119	10	990	547	17860	
8	4	391	369	5	388	280	3	615	183	14	623	257	6	384	192	11	951	416	8	374	109	1	624	101	20052	
9	12	483	279	2	744	713	9	787	367	7	790	296	0	487	529	15	488	440	13	484	353	10	790	442	17952	
10	12	1370	280	2	984	554	9	1561	563	7	1551	809	6	1554	718	11	1366	209	8	1562	633	1	981	472	21298	
11	0	545	438	15	547	511	13	550	590	10	1117	276	6	1112	108	11	1117	353	8	1113	180	1	558	673	19062	
