0	14	13	6	7205	
1	0	4	3	5312	
2	13	4	2	2653	
3	4	2	6	2645	
4	13	7	1	1810	
5	5	0	1	2434	
6	1	13	4	3132	
7	2	11	1	1725	
8	10	5	2	6593	
9	5	14	3	2339	
10	3	5	4	3801	
11	10	14	3	2031	
12	11	6	3	2507	
13	12	6	3	1157	
14	13	0	5	3723	
15	14	12	6	2453	
16	7	10	6	2520	
17	12	9	5	3129	
18	1	8	4	3423	
19	12	15	6	3098	
20	6	3	3	10182	
21	7	9	7	3230	
22	10	1	3	1783	
23	8	12	3	1582	
24	7	14	3	1382	
25	5	8	4	9263	
26	6	7	8	1782	
27	2	9	2	5155	
28	7	15	3	2371	
29	10	13	3	3376	
30	3	14	3	1485	
31	11	1	3	895	
32	15	8	3	2340	
33	0	10	3	1444	
34	5	11	5	2342	
35	9	5	4	2578	
36	4	5	6	1676	
37	2	15	5	2532	
38	8	4	2	2090	
39	4	15	4	5769	
40	3	15	4	1165	
41	11	6	4	4435	
42	0	7	2	1898	
43	9	6	7	1800	
44	10	11	8	1974	
45	9	8	9	1079	
46	1	2	9	2627	
47	8	11	6	4820	
48	14	15	8	1965	
49	9	10	7	2035	
50	1	2	8	1646	
51	5	15	3	8152	
52	10	2	2	1535	
53	14	7	2	2299	
54	10	6	5	1392	
55	5	2	5	2879	
56	11	3	3	4519	
57	14	2	4	2482	
58	6	15	2	2177	
59	13	11	3	2195	
60	13	5	3	2031	
61	3	1	7	1942	
62	10	3	2	1652	
63	14	10	2	2688	
64	9	11	6	3289	
65	0	3	5	1531	
66	15	0	7	1622	
67	15	12	6	1566	
68	0	5	4	1684	
69	11	14	3	1563	
70	2	5	4	1551	
71	9	4	3	1372	
72	14	9	2	1162	
73	11	4	2	5242	
74	4	6	5	1506	
75	13	2	4	7404	
76	4	10	4	2813	
77	3	9	4	3309	
78	5	8	5	2016	
79	8	15	2	1524	
80	13	0	6	1434	
81	2	7	3	1458	
82	11	12	3	5704	
83	9	12	3	1785	
84	6	15	2	2063	
85	11	5	3	5404	
86	6	2	3	1913	
87	6	4	3	1380	
88	6	8	6	1836	
89	11	15	1	2766	
90	15	13	7	1713	
91	15	3	5	3530	
92	7	12	1	1567	
93	9	13	1	1872	
94	14	12	6	1582	
95	13	4	1	1739	
96	3	13	1	1559	
97	4	9	2	2000	
98	12	7	2	1132	
99	15	11	2	1726	
100	6	13	2	1684	
