0	11	3	1	4805	
1	14	6	1	3860	
2	4	5	4	6677	
3	10	15	1	2070	
4	9	4	1	2694	
5	12	13	7	7060	
6	9	13	1	2203	
7	14	13	8	4208	
8	13	15	7	3353	
9	6	5	5	7152	
10	2	7	1	2126	
11	12	6	1	1852	
12	3	2	7	5789	
13	9	15	1	3064	
14	9	2	1	3054	
15	7	13	1	3482	
16	10	2	1	3110	
17	7	15	1	5955	
18	6	11	1	8233	
19	15	6	1	3004	
20	12	11	4	4943	
21	9	15	1	1898	
22	6	8	6	3864	
23	4	14	1	1777	
24	9	7	5	7915	
25	9	3	1	6656	
26	2	1	8	5317	
27	5	0	1	2692	
28	10	3	1	2859	
29	11	3	1	3413	
30	2	15	1	4416	
31	8	10	5	4977	
32	3	7	1	14689	
33	14	8	1	1899	
34	13	5	1	4601	
35	0	9	1	2845	
36	15	3	1	3598	
37	13	10	2	4770	
38	5	6	6	6534	
39	5	8	3	5816	
40	8	15	1	1753	
41	4	1	4	6314	
42	4	11	1	2281	
43	9	5	2	5938	
44	10	7	4	6193	
45	11	8	2	4723	
46	10	12	2	2500	
47	6	4	2	18069	
48	2	4	7	13564	
49	3	2	8	5872	
50	3	5	4	6161	
51	14	7	1	1817	
52	15	5	1	1301	
53	9	8	8	7113	
54	5	9	2	6665	
55	3	1	7	4906	
56	3	0	2	6998	
57	14	15	8	11392	
58	12	4	1	2478	
59	11	9	4	6935	
60	6	7	8	4645	
61	14	5	1	2004	
62	11	0	1	2157	
63	7	0	1	2502	
64	3	4	8	7028	
65	6	10	4	5238	
66	14	5	1	1408	
67	2	9	1	1413	
68	14	9	1	8454	
69	6	9	6	3376	
70	5	2	4	4649	
71	12	6	1	12708	
72	0	13	3	14694	
73	9	12	1	5968	
74	3	12	1	2676	
75	10	5	1	5150	
76	7	3	1	8820	
77	11	0	1	9238	
78	5	7	4	4970	
79	5	1	2	5628	
80	12	0	4	4305	
81	10	9	8	7734	
82	4	5	6	6830	
83	7	4	1	7093	
84	8	1	1	4890	
85	9	7	6	8036	
86	0	14	6	2872	
87	5	2	3	3442	
88	3	6	1	3426	
89	14	8	1	2241	
90	2	11	1	1685	
91	5	12	1	3457	
92	3	9	1	5314	
93	2	4	7	7185	
94	1	8	1	2380	
95	11	9	2	2039	
96	2	1	8	22436	
97	4	11	1	3180	
98	10	11	4	6102	
99	3	8	1	2364	
100	13	6	1	1762	
101	15	0	7	6947	
102	12	5	1	1897	
103	11	1	1	3194	
104	5	1	2	3320	
105	0	6	1	1664	
106	7	2	1	1872	
107	13	1	1	2109	
108	5	10	1	6787	
109	12	8	1	2038	
110	13	3	1	4560	
111	6	13	1	1817	
112	14	12	6	16318	
113	8	11	2	5219	
114	3	14	1	1395	
115	1	14	1	2473	
116	4	8	2	7360	
117	15	14	8	4923	
118	6	3	1	2594	
119	15	0	8	12758	
120	0	1	5	15722	
121	0	13	5	5712	
122	13	8	1	2141	
123	1	10	1	3301	
124	4	13	1	2747	
125	14	10	1	2364	
126	11	5	1	3528	
127	9	1	1	4200	
128	10	1	1	1663	
129	14	4	1	2234	
130	1	9	1	2129	
131	10	13	1	2332	
132	15	13	7	6310	
133	15	4	1	2395	
134	1	7	1	3166	
135	7	6	8	5840	
136	11	1	1	2099	
137	6	11	1	3716	
138	7	0	1	1148	
139	12	15	6	5117	
140	0	10	1	1786	
141	0	9	1	1936	
142	8	6	6	14439	
143	12	1	1	1546	
144	14	11	1	1896	
145	5	0	1	2746	
146	8	15	1	1601	
147	13	1	1	12498	
148	4	6	2	5352	
149	14	12	6	3633	
150	15	6	1	1646	
151	14	13	8	7504	
152	2	15	1	3032	
153	2	8	1	2332	
154	3	14	1	3091	
155	14	0	4	3675	
156	10	4	1	1343	
157	7	13	1	2871	
158	1	3	7	6720	
159	13	9	1	1786	
160	15	5	1	1563	
161	10	9	7	6944	
162	12	2	1	1663	
163	8	10	6	8411	
164	12	7	1	1579	
165	2	13	1	1203	
166	13	11	1	1676	
167	0	4	1	12016	
168	4	9	1	1372	
169	14	9	1	5969	
170	12	3	1	8267	
171	1	15	1	7198	
172	12	13	6	5874	
173	0	1	3	7029	
174	3	5	3	3925	
175	12	4	1	1941	
176	10	3	1	4158	
177	12	7	1	2379	
178	10	11	4	10955	
179	11	13	1	2348	
180	15	7	1	3550	
181	9	6	6	12474	
182	1	6	1	2269	
183	0	12	1	3685	
184	10	4	1	1266	
185	7	11	1	2985	
186	7	10	2	6333	
187	8	13	1	1343	
188	14	1	1	3383	
189	0	6	1	3192	
190	5	7	3	6485	
191	8	7	7	4442	
192	8	12	1	2141	
193	2	11	1	1524	
194	15	11	1	1801	
195	13	3	1	2812	
196	2	8	1	2379	
197	2	12	1	2388	
198	10	14	1	6497	
199	13	5	1	3537	
200	1	6	1	2496	
201	12	11	3	9145	
202	2	0	3	8426	
203	2	10	1	1088	
204	3	0	2	7013	
205	14	7	1	1584	
206	7	8	8	6976	
207	4	0	2	2807	
208	15	10	1	1606	
209	6	10	4	4188	
210	8	0	1	1507	
211	2	0	4	4726	
212	6	2	1	2017	
213	4	7	2	11229	
214	8	5	1	8916	
215	4	15	1	1191	
216	11	14	1	1738	
217	11	15	1	4346	
218	15	3	1	1426	
219	9	8	7	13303	
220	2	14	1	1734	
221	6	2	1	3204	
222	9	12	1	2050	
223	11	5	1	3844	
224	8	0	1	4970	
225	10	0	1	4821	
226	6	14	1	2465	
227	10	12	2	1902	
228	11	7	2	2122	
229	4	3	8	2411	
230	15	1	1	2565	
231	4	1	7	6411	
232	4	8	1	2110	
233	8	3	1	3640	
234	13	2	1	1445	
235	4	13	1	788	
236	12	15	5	3778	
237	1	7	1	3400	
238	2	14	1	2505	
239	12	1	1	4051	
