0	5	1179	493	6	1180	571	11	1173	735	2	1179	402	10	1178	654	12	1173	824	15	1169	221	1	1171	302	49018	
1	5	728	873	6	736	796	11	741	542	2	1014	357	7	746	712	8	745	626	3	1015	434	13	1013	257	22968	
2	5	985	755	6	476	408	11	468	253	2	983	602	9	472	332	0	984	525	14	986	448	4	981	674	20800	
3	10	547	665	12	1075	353	15	1075	507	1	1070	591	7	545	738	8	540	811	3	1070	672	13	1073	428	39317	
4	10	1117	724	12	1109	581	15	1101	417	1	1097	258	9	1116	807	0	1101	335	14	1104	491	4	1098	183	34158	
5	7	787	614	8	791	540	3	505	696	13	1050	630	9	791	469	0	1045	473	14	1051	560	4	506	774	16620	
6	5	1089	458	6	1090	542	11	476	602	2	778	361	10	471	758	12	471	680	15	783	524	1	780	443	20702	
7	5	1298	538	6	1297	624	11	1071	695	2	1293	353	7	1296	703	8	1296	781	3	1292	437	13	1066	829	33281	
8	5	650	580	6	651	395	11	656	212	2	654	740	9	653	320	0	655	844	14	654	916	4	654	665	25016	
9	10	1347	712	12	973	951	15	976	805	1	975	694	7	1348	568	8	1350	635	3	974	627	13	976	875	23086	
10	10	502	575	12	512	743	15	492	192	1	474	341	9	509	652	0	482	266	14	496	121	4	468	412	25188	
11	7	311	216	8	300	288	3	472	629	13	1461	583	9	304	368	0	1464	504	14	1467	667	4	480	700	17965	
