0	0	635	495	9	808	357	6	1036	347	13	231	506	2	871	537	7	669	656	10	783	204	11	169	363	26464	
1	0	1109	451	9	681	682	6	939	458	13	560	523	3	1081	248	8	325	354	15	461	310	5	921	291	56044	
2	0	550	264	9	1079	421	6	644	473	13	964	250	12	864	700	14	936	541	4	444	267	1	348	492	37903	
3	2	873	276	7	968	369	10	288	437	11	390	436	3	805	375	8	344	634	15	341	239	5	893	642	64093	
4	2	279	489	7	592	705	10	1009	604	11	919	704	12	873	341	14	788	187	4	380	333	1	451	548	28914	
5	3	297	329	8	904	475	15	1005	543	5	459	681	12	790	202	14	683	167	4	325	585	1	382	420	38974	
6	0	238	304	9	943	382	6	429	461	13	872	492	2	341	562	7	549	510	10	767	622	11	895	697	25593	
7	0	1029	777	9	167	515	6	796	467	13	327	628	3	1070	452	8	249	362	15	222	201	5	893	604	32384	
8	0	374	271	9	775	471	6	214	411	13	636	377	12	666	212	14	764	262	4	161	159	1	264	263	40235	
9	2	187	584	7	356	185	10	592	527	11	676	375	3	361	358	8	494	625	15	790	221	5	230	398	16234	
10	2	1191	455	7	701	810	10	872	678	11	897	175	12	452	818	14	942	805	4	969	576	1	544	441	464	
11	3	401	486	8	941	201	15	816	458	5	350	378	12	1023	189	14	959	366	4	377	264	1	269	377	65674	
