0	3	992	471	12	500	470	10	291	480	15	871	471	8	397	476	5	747	469	13	623	470	11	186	478	65925	
1	3	186	406	12	899	399	10	667	401	15	323	395	6	1020	398	0	780	401	14	554	399	9	434	398	41974	
2	3	380	604	12	973	598	10	1094	597	15	1189	596	1	498	600	7	723	604	4	853	599	2	604	606	41763	
3	8	564	342	5	397	337	13	652	340	11	998	332	6	289	339	0	486	344	14	746	341	9	884	333	40374	
4	8	724	483	5	408	475	13	838	488	11	949	490	1	502	484	7	306	470	4	214	471	2	604	483	24014	
5	6	650	418	0	516	424	14	171	424	9	290	421	1	990	407	7	767	416	4	399	421	2	885	415	45114	
6	3	512	434	12	1002	430	10	899	427	15	415	437	8	805	427	5	601	430	13	707	434	11	323	435	46503	
7	3	428	483	12	525	479	10	861	474	15	327	483	6	130	492	0	739	475	14	227	486	9	616	477	26183	
8	3	282	506	12	676	504	10	377	503	15	93	502	1	476	503	7	195	505	4	576	504	2	782	504	24684	
9	8	553	443	5	763	422	13	653	433	11	266	463	6	353	452	0	877	420	14	142	446	9	456	443	28574	
10	8	702	529	5	501	531	13	808	535	11	916	526	1	400	539	7	196	543	4	597	524	2	300	545	27594	
11	6	529	459	0	729	485	14	335	466	9	234	469	1	841	487	7	936	483	4	627	463	2	432	464	36934	
