0	11	698	668	0	1255	416	2	1360	455	15	791	665	4	1156	460	13	840	549	12	749	463	7	1481	431	24070	
1	11	805	215	0	469	765	2	385	724	15	679	219	5	527	656	6	294	665	3	425	579	10	737	353	35473	
2	11	536	268	0	1306	453	2	1339	593	15	436	359	1	1420	469	8	703	317	9	611	260	14	525	395	23650	
3	4	443	405	13	1454	261	12	1478	136	7	314	246	5	609	334	6	526	239	3	400	201	10	1556	211	26771	
4	4	984	293	13	241	608	12	414	674	7	917	432	1	818	331	8	341	487	9	327	622	14	440	525	26162	
5	5	987	514	6	1082	515	3	1091	635	10	684	183	1	994	671	8	549	252	9	428	295	14	648	315	37240	
6	11	1050	248	0	458	237	2	264	298	15	1141	245	4	378	224	13	1006	405	12	1093	409	7	400	397	27011	
7	11	1230	499	0	692	496	2	490	344	15	1296	370	5	568	545	6	471	471	3	598	410	10	1191	378	29021	
8	11	717	476	0	435	869	2	494	784	15	775	360	1	379	784	8	978	364	9	872	401	14	689	349	32341	
9	4	1071	234	13	783	577	12	683	603	7	889	259	5	1171	188	6	1181	322	3	969	170	10	597	524	27931	
10	4	609	415	13	1003	214	12	1277	203	7	601	283	1	711	353	8	1176	177	9	1082	220	14	1411	219	30305	
11	5	767	248	6	935	261	3	839	320	10	860	779	1	687	253	8	761	780	9	643	776	14	942	775	28187	
