0	7	0	5	23962	
1	7	10	4	4735	
2	7	4	5	2482	
3	10	11	7	7204	
4	11	0	3	6702	
5	3	2	8	3976	
6	7	14	5	2575	
7	3	1	5	15094	
8	8	11	5	3382	
9	9	10	5	2139	
10	0	4	8	3524	
11	11	4	2	3398	
12	15	8	5	2399	
13	1	6	5	3519	
14	6	10	5	1730	
15	15	6	5	7594	
16	9	14	5	2639	
17	15	13	5	1771	
18	13	3	2	3726	
19	12	13	7	4260	
20	13	14	5	4335	
21	15	0	2	4928	
22	12	3	3	9107	
23	15	2	5	2614	
24	5	14	3	6881	
25	10	9	5	4709	
26	10	3	5	1588	
27	12	8	7	2588	
28	15	5	3	2212	
29	15	12	5	1678	
30	10	3	5	1579	
31	1	4	7	3273	
32	9	2	3	3306	
33	14	12	5	3491	
34	7	11	5	9322	
35	13	11	5	2701	
36	2	5	5	2119	
37	3	5	5	1869	
38	12	10	5	1803	
39	1	8	5	4100	
40	2	4	5	1265	
41	9	4	5	3144	
42	5	8	5	1886	
43	12	14	6	6003	
44	11	9	5	3195	
45	7	15	5	3134	
46	14	2	5	1697	
47	6	11	5	981	
48	0	1	7	3414	
49	5	4	8	2486	
50	5	0	7	3461	
51	2	13	3	2337	
52	0	14	3	2244	
53	4	10	3	1896	
54	8	14	5	3445	
55	7	14	5	2602	
56	0	6	5	4476	
57	4	9	5	1951	
58	3	0	5	1584	
59	5	9	5	1544	
60	2	7	8	1922	
61	7	2	8	1463	
62	6	11	5	1990	
63	4	10	3	2541	
64	5	7	5	2759	
65	0	7	5	1634	
66	14	6	5	1127	
67	0	5	8	2675	
68	2	12	3	5069	
69	2	14	5	2545	
70	7	4	5	929	
71	9	1	5	1729	
72	4	2	5	4448	
73	7	13	5	1854	
74	8	9	7	7565	
75	8	1	5	3262	
76	6	12	3	3956	
77	4	0	8	5915	
78	14	4	3	2057	
79	4	5	7	2119	
80	9	13	8	4829	
81	14	10	8	2856	
82	6	8	5	1651	
83	11	15	8	2777	
84	0	10	3	2835	
85	10	11	7	2555	
86	7	15	5	2458	
87	9	2	3	2482	
88	9	15	5	4144	
89	4	12	5	2514	
90	0	8	5	5239	
91	13	4	4	3520	
92	1	10	3	3793	
93	13	8	7	4022	
94	14	1	3	6794	
95	5	8	4	7256	
96	7	8	3	12473	
97	1	2	5	19114	
98	1	12	5	2024	
99	5	6	6	4642	
100	2	5	6	8348	
101	12	5	5	2618	
102	2	0	6	6955	
103	14	5	3	5657	
104	11	5	3	3792	
105	14	15	7	3286	
106	9	15	5	2228	
107	12	7	3	4432	
108	4	13	4	7699	
109	10	15	8	2541	
110	13	7	3	3601	
111	2	10	5	2199	
112	6	8	3	1857	
113	8	4	5	2942	
114	12	9	7	13402	
115	1	13	5	2645	
116	10	6	5	2669	
117	15	6	5	2649	
118	14	4	2	2458	
119	11	2	5	7070	
120	1	10	3	2490	
121	14	8	6	4143	
122	10	7	5	4043	
123	3	8	3	4554	
124	12	9	6	6140	
