0	14	564	454	10	613	570	4	803	683	5	808	439	7	818	571	12	520	570	2	915	575	0	889	690	57523	
1	14	886	273	10	921	401	4	307	404	5	394	403	9	640	392	3	485	397	15	823	398	11	733	394	48400	
2	14	723	494	10	723	622	4	438	482	5	326	477	1	233	481	6	536	484	13	720	368	8	833	499	85419	
3	7	617	591	12	210	460	2	612	467	0	718	466	9	263	331	3	609	340	15	311	453	11	432	451	43850	
4	7	758	423	12	384	418	2	706	539	0	552	430	1	742	309	6	661	431	13	301	426	8	220	419	53185	
5	9	480	521	3	752	659	15	262	509	11	374	512	1	751	371	6	748	524	13	327	384	8	610	525	52555	
6	14	242	472	10	149	476	4	483	350	5	485	623	7	347	318	12	244	599	2	341	482	0	486	488	67417	
7	14	509	592	10	512	460	4	901	460	5	814	457	9	662	461	3	999	462	15	502	320	11	591	460	66262	
8	14	257	402	10	353	407	4	573	543	5	490	546	1	395	655	6	668	542	13	305	538	8	567	404	83999	
9	7	841	396	12	743	708	2	848	548	0	629	709	9	736	260	3	938	400	15	734	384	11	834	264	145238	
10	7	435	585	12	373	267	2	284	411	0	374	414	1	650	420	6	284	560	13	554	373	8	462	270	85018	
11	9	387	419	3	314	549	15	126	525	11	225	525	1	310	415	6	552	560	13	188	405	8	236	661	89725	
