0	0	372	225	9	331	512	10	733	197	1	298	217	11	745	200	5	224	222	8	381	508	2	776	412	41996	
1	0	266	529	9	226	259	10	596	539	1	193	534	12	203	259	15	576	525	4	234	583	7	559	248	25497	
2	0	269	576	9	490	297	10	247	293	1	232	565	14	227	305	6	657	584	3	550	587	13	526	317	22886	
3	11	241	579	5	630	278	8	220	276	2	685	600	12	221	269	15	269	588	4	638	262	7	641	593	21273	
4	11	625	245	5	372	568	8	424	236	2	650	542	14	685	247	6	786	539	3	719	538	13	367	225	26812	
5	12	247	478	15	110	176	4	479	165	7	617	438	14	202	163	6	491	456	3	547	462	13	242	486	30164	
6	0	266	464	9	626	408	10	565	162	1	247	461	11	629	140	5	234	451	8	586	395	2	201	166	21597	
7	0	511	395	9	432	128	10	895	416	1	460	395	12	484	139	15	866	410	4	569	393	7	899	117	14149	
8	0	247	196	9	674	158	10	609	561	1	229	180	14	642	529	6	242	550	3	300	536	13	627	169	22802	
9	11	579	221	5	547	542	8	273	576	2	304	223	12	278	553	15	589	255	4	532	549	7	301	225	15778	
10	11	700	603	5	416	301	8	412	610	2	804	305	14	735	601	6	749	312	3	758	293	13	431	613	23426	
11	12	611	108	15	207	132	4	639	508	7	294	520	14	235	153	6	236	575	3	217	534	13	575	134	20259	
