0	3	468	651	5	518	416	10	805	182	11	736	660	13	983	516	2	603	163	12	773	422	15	954	753	81134	
1	3	586	675	5	343	669	10	720	426	11	864	693	8	888	247	1	210	535	14	631	420	0	361	389	58943	
2	3	856	774	5	1123	632	10	346	322	11	237	552	7	859	499	9	438	785	6	642	524	4	865	253	45003	
3	13	883	666	2	272	706	12	691	460	15	1005	286	8	878	457	1	298	455	14	1032	454	0	501	455	61744	
4	13	854	484	2	220	255	12	692	485	15	804	701	7	335	253	9	845	311	6	338	489	4	512	484	62553	
5	8	434	443	1	874	619	14	579	447	0	1007	279	7	863	445	9	426	231	6	701	445	4	869	277	35954	
6	3	982	587	5	831	441	10	261	243	11	253	441	13	412	443	2	989	305	12	585	440	15	230	688	60634	
7	3	223	619	5	415	440	10	910	449	11	1047	228	8	731	451	1	422	227	14	1069	452	0	567	447	82274	
8	3	279	265	5	575	467	10	870	683	11	857	278	7	417	254	9	738	471	6	414	684	4	411	474	66653	
9	13	607	519	2	1013	368	12	402	519	15	247	680	8	473	520	1	739	521	14	251	365	0	865	363	68784	
10	13	431	512	2	928	489	12	603	499	15	303	346	7	932	698	9	428	713	6	923	302	4	771	495	58653	
11	8	882	515	1	277	685	14	729	520	0	417	779	7	427	365	9	890	739	6	565	517	4	402	568	50935	
