0	6	168	626	10	781	710	15	396	240	14	882	190	3	122	501	11	494	257	1	205	501	12	977	265	38616	
1	6	443	796	10	867	658	15	810	262	14	784	656	2	364	804	4	66	199	13	720	259	8	154	194	27437	
2	6	317	705	10	222	697	15	959	318	14	342	240	7	590	206	9	712	705	0	251	236	5	627	705	25173	
3	3	224	300	11	890	751	1	978	747	12	819	235	2	224	665	4	135	665	13	319	303	8	731	235	17965	
4	3	369	747	11	700	400	1	494	158	12	1019	333	7	603	406	9	401	158	0	1101	342	5	281	745	22679	
5	2	670	581	4	585	577	13	458	213	8	208	806	7	636	208	9	549	210	0	768	583	5	814	210	24138	
6	6	707	412	10	1014	232	15	270	591	14	921	229	3	302	208	11	186	585	1	219	206	12	627	413	24098	
7	6	1044	836	10	534	618	15	227	224	14	452	613	2	221	805	4	1131	835	13	319	221	8	746	444	32547	
8	6	786	311	10	938	619	15	287	199	14	769	622	7	304	601	9	198	197	0	851	626	5	218	596	22487	
9	3	551	136	11	463	139	1	994	433	12	292	492	2	391	817	4	302	812	13	1086	434	8	215	805	26817	
10	3	392	856	11	310	854	1	521	177	12	1190	451	7	228	851	9	704	182	0	1096	455	5	614	182	26637	
11	2	200	655	4	288	662	13	206	277	8	369	668	7	820	288	9	736	277	0	831	630	5	292	284	19303	
