0.000	5.500	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	5.000	3.000	2.500	2.000	
5.500	0.000	1.000	1.500	2.500	6.500	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	
8.000	1.000	0.000	1.000	1.000	4.500	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	
8.000	1.500	1.000	0.000	1.000	4.500	7.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	
8.000	2.500	1.000	1.000	0.000	3.000	7.000	7.500	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	
8.000	6.500	4.500	4.500	3.000	0.000	1.500	5.000	6.000	7.000	8.000	8.000	8.000	8.000	8.000	8.000	
8.000	8.000	8.000	7.000	7.000	1.500	0.000	1.000	2.000	3.000	5.000	8.000	8.000	8.000	8.000	8.000	
8.000	8.000	8.000	8.000	7.500	5.000	1.000	0.000	1.000	2.000	4.500	7.500	8.000	8.000	8.000	8.000	
8.000	8.000	8.000	8.000	8.000	6.000	2.000	1.000	0.000	1.000	2.500	7.500	8.000	8.000	8.000	8.000	
8.000	8.000	8.000	8.000	8.000	7.000	3.000	2.000	1.000	0.000	1.000	5.000	8.000	8.000	8.000	8.000	
8.000	8.000	8.000	8.000	8.000	8.000	5.000	4.500	2.500	1.000	0.000	2.500	7.000	8.000	8.000	8.000	
8.000	8.000	8.000	8.000	8.000	8.000	8.000	7.500	7.500	5.000	2.500	0.000	4.000	8.000	8.000	8.000	
5.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	7.000	4.000	0.000	2.000	2.000	2.500	
3.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	2.000	0.000	1.000	2.000	
2.500	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	2.000	1.000	0.000	1.000	
2.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	8.000	2.500	2.000	1.000	0.000	
