0.000	4.000	5.000	6.500	6.000	7.500	8.000	8.000	8.000	7.500	8.000	7.500	7.000	3.500	3.500	4.000	
4.000	0.000	2.000	2.000	4.000	6.000	7.000	8.000	7.500	8.000	8.000	8.000	7.500	7.500	7.000	5.500	
5.000	2.000	0.000	2.500	4.000	6.000	7.000	7.000	8.000	8.000	8.000	8.000	6.000	7.000	6.500	7.000	
6.500	2.000	2.500	0.000	2.000	5.500	6.500	7.000	8.000	8.000	8.000	8.000	6.500	7.500	7.000	7.000	
6.000	4.000	4.000	2.000	0.000	4.500	4.000	7.000	7.000	7.500	8.000	8.000	8.000	7.500	7.000	8.000	
7.500	6.000	6.000	5.500	4.500	0.000	3.000	4.000	6.000	6.500	7.500	8.000	7.000	7.500	7.000	8.000	
8.000	7.000	7.000	6.500	4.000	3.000	0.000	3.500	4.500	5.500	6.000	7.000	7.500	8.000	8.000	8.000	
8.000	8.000	7.000	7.000	7.000	4.000	3.500	0.000	3.500	5.000	6.000	6.000	8.000	8.000	8.000	8.000	
8.000	7.500	8.000	8.000	7.000	6.000	4.500	3.500	0.000	3.000	4.000	6.500	7.000	8.000	8.000	7.000	
7.500	8.000	8.000	8.000	7.500	6.500	5.500	5.000	3.000	0.000	3.500	4.000	7.500	7.500	8.000	8.000	
8.000	8.000	8.000	8.000	8.000	7.500	6.000	6.000	4.000	3.500	0.000	3.500	6.000	6.500	7.000	8.000	
7.500	8.000	8.000	8.000	8.000	8.000	7.000	6.000	6.500	4.000	3.500	0.000	4.000	6.500	7.000	7.000	
7.000	7.500	6.000	6.500	8.000	7.000	7.500	8.000	7.000	7.500	6.000	4.000	0.000	5.000	4.500	6.000	
3.500	7.500	7.000	7.500	7.500	7.500	8.000	8.000	8.000	7.500	6.500	6.500	5.000	0.000	2.000	3.500	
3.500	7.000	6.500	7.000	7.000	7.000	8.000	8.000	8.000	8.000	7.000	7.000	4.500	2.000	0.000	1.500	
4.000	5.500	7.000	7.000	8.000	8.000	8.000	8.000	7.000	8.000	8.000	7.000	6.000	3.500	1.500	0.000	
