0	3	8	1	94580	
1	6	13	1	1964	
2	4	1	1	2836	
3	4	1	6	4584	
4	6	11	1	2462	
5	7	0	6	4798	
6	9	5	1	2167	
7	9	4	1	122472	
8	1	5	6	3321	
9	1	7	6	2383	
10	2	11	3	5947	
11	13	4	8	4329	
12	15	0	1	2165	
13	1	0	8	3107	
14	10	9	6	3393	
15	14	0	1	2229	
16	14	6	9	3249	
17	7	13	1	3985	
18	7	3	8	4601	
19	13	12	8	10969	
20	8	10	8	3337	
21	12	0	7	5266	
22	8	5	1	5573	
23	1	9	3	26501	
24	13	11	1	4455	
25	6	5	5	4844	
26	2	15	5	1515	
27	12	5	7	2520	
28	13	14	1	2571	
29	14	9	3	4476	
30	9	5	8	2638	
31	8	10	6	4271	
32	12	11	6	1178	
33	3	14	1	5380	
34	15	13	6	3071	
35	2	12	1	2951	
36	11	14	1	2754	
37	3	6	1	892	
38	1	10	1	1117	
39	15	2	5	486	
40	14	11	6	1179	
41	6	12	1	3543	
42	1	6	1	2177	
43	12	4	1	1547	
44	5	11	3	2832	
45	15	5	1	2889	
46	1	8	1	929	
47	0	4	1	1578	
48	0	6	1	1147	
49	13	11	1	3837	
50	9	15	4	1179	
51	5	14	1	2072	
52	11	15	8	2483	
53	3	8	6	3335	
54	1	11	1	4927	
55	7	3	8	2645	
56	3	5	7	3086	
57	4	8	1	3196	
58	3	1	7	4725	
59	15	6	1	3070	
60	0	14	1	2447	
61	1	12	1	2228	
62	13	14	2	3169	
63	0	3	1	1960	
64	10	6	4	3355	
65	13	2	1	2837	
66	9	6	1	898	
67	8	2	1	6756	
68	14	1	1	1773	
69	10	11	1	1857	
70	13	6	1	1397	
71	10	2	9	3700	
72	3	11	7	1963	
73	6	5	6	1589	
74	11	9	1	2739	
75	5	7	5	3543	
76	8	9	6	3613	
77	7	11	1	3513	
78	7	8	1	1525	
79	6	12	1	2743	
80	1	11	1	2743	
81	12	10	4	3274	
82	12	15	1	2209	
83	4	8	1	2295	
84	3	11	1	2083	
85	4	11	1	1198	
86	10	14	7	2665	
87	9	13	8	5197	
88	2	1	8	4956	
89	10	5	1	3012	
90	1	0	1	4049	
91	15	10	6	5759	
92	15	8	1	3242	
93	0	12	1	2025	
94	7	8	1	2146	
95	10	9	6	4256	
96	10	3	1	2482	
97	11	7	1	4566	
98	14	2	1	1616	
99	9	2	1	1385	
100	5	12	1	1323	
101	13	12	1	3389	
102	3	12	1	1337	
103	14	8	6	2397	
104	0	7	1	2884	
105	5	10	1	2104	
106	4	13	1	2477	
107	7	9	1	2358	
108	13	15	1	2401	
109	3	13	1	1740	
110	3	6	7	3695	
111	8	14	6	4071	
112	15	9	6	3693	
113	4	3	6	4100	
114	4	12	3	2947	
115	15	5	1	4261	
116	7	2	7	4833	
117	6	4	8	2680	
118	3	13	1	2088	
119	7	4	7	3645	
120	11	4	3	3635	
121	3	10	1	3110	
122	7	13	1	2620	
123	0	2	8	3862	
124	4	15	1	1766	
125	14	1	1	2681	
126	2	13	1	2147	
127	14	15	7	3294	
128	0	8	1	2401	
129	10	2	1	2058	
130	13	9	7	3431	
131	0	4	6	5858	
132	10	12	6	3167	
133	5	13	1	3319	
134	8	12	7	5287	
135	12	11	1	1766	
136	4	10	1	1932	
137	1	5	7	6364	
138	3	4	6	3831	
139	5	2	8	3981	
140	0	5	8	2022	
141	3	12	1	2608	
142	6	15	1	2401	
143	12	9	7	2464	
144	7	9	1	2525	
145	12	9	4	3487	
146	2	3	7	2616	
147	9	0	7	2420	
148	15	12	7	2614	
149	4	5	8	2167	
150	2	6	7	1917	
151	12	1	1	1953	
152	4	15	1	2151	
153	14	10	7	2490	
154	15	3	1	2261	
155	10	0	1	2915	
156	0	3	7	2011	
157	10	7	1	2042	
158	2	3	7	2764	
159	9	11	7	3395	
160	0	15	3	3820	
161	4	2	7	4538	
162	10	11	7	1422	
163	4	2	7	3929	
164	3	9	2	11398	
165	6	7	7	5635	
166	2	6	8	4206	
167	10	7	1	1641	
168	13	1	4	2770	
169	9	3	1	4522	
170	8	15	6	2887	
171	15	1	1	1996	
172	15	10	8	4771	
173	13	1	1	2651	
174	11	2	1	1553	
175	11	8	1	2889	
176	11	5	1	1464	
177	2	0	8	3520	
178	8	11	7	5645	
179	15	7	1	2479	
