0	5	454	408	10	403	190	13	692	539	8	579	520	4	812	528	7	519	143	3	688	189	6	596	189	23417	
1	5	534	213	10	823	269	13	623	319	8	343	187	15	909	291	9	438	164	11	986	343	0	436	354	14956	
2	5	507	233	10	252	514	13	722	137	8	651	246	12	610	131	2	201	377	1	467	141	14	336	530	22662	
3	4	965	475	7	295	212	3	382	199	6	346	307	15	521	261	9	805	539	11	525	395	0	916	396	20134	
4	4	1040	501	7	676	108	3	753	147	6	764	262	12	882	625	2	697	234	1	959	451	14	524	114	20727	
5	15	302	518	9	734	589	11	393	516	0	653	436	12	779	481	2	506	653	1	815	588	14	342	431	22058	
6	5	492	515	10	545	308	13	649	605	8	754	587	4	407	522	7	400	250	3	349	139	6	458	150	36624	
7	5	330	362	10	368	161	13	577	390	8	604	505	15	289	155	9	530	489	11	442	168	0	410	375	20987	
8	5	586	340	10	266	158	13	484	555	8	596	585	12	536	588	2	252	542	1	538	336	14	327	162	18813	
9	4	328	218	7	693	458	3	737	474	6	773	482	15	838	203	9	508	215	11	885	199	0	269	221	18647	
10	4	288	478	7	298	170	3	246	174	6	419	209	12	545	498	2	355	175	1	338	485	14	647	298	19468	
11	15	354	562	9	481	315	11	392	564	0	279	273	12	537	315	2	123	511	1	237	260	14	437	567	21298	
