0	11	13	3	5886	
1	6	15	3	4654	
2	13	6	1	5414	
3	12	13	7	10005	
4	7	11	6	9775	
5	6	2	7	6216	
6	7	5	8	3445	
7	14	1	2	6145	
8	13	3	3	4525	
9	10	1	2	5554	
10	3	12	1	5944	
11	15	12	3	7775	
12	15	3	6	5455	
13	13	15	8	5905	
14	0	15	1	5394	
15	1	4	6	10566	
16	0	11	3	4454	
17	1	2	3	9365	
18	11	8	3	5595	
19	5	8	2	6184	
20	10	2	6	11545	
21	9	8	7	5195	
22	9	15	4	6635	
23	2	9	1	7044	
24	5	13	6	5734	
25	7	0	3	5966	
26	15	12	3	6374	
27	14	0	3	6435	
28	0	6	6	5275	
29	13	14	4	3075	
30	9	2	1	5794	
31	7	1	4	3435	
32	1	9	6	11645	
33	7	14	3	7605	
34	0	2	4	7034	
35	7	2	3	10095	
36	4	8	7	5104	
37	12	3	1	4353	
38	4	15	1	4994	
39	10	3	4	5555	
40	13	0	2	4384	
41	10	0	2	37295	
42	4	7	6	6974	
43	0	9	3	5034	
44	13	8	7	2474	
45	13	9	7	6245	
46	6	3	6	6665	
47	2	15	3	3524	
48	1	13	6	4565	
49	12	4	7	5676	
50	2	8	1	6374	
51	8	6	3	4004	
52	10	12	7	2525	
53	1	5	8	4324	
54	5	7	7	2884	
55	12	14	7	4454	
56	5	12	3	3625	
57	3	4	3	4915	
58	1	6	2	4703	
59	8	1	3	4325	
60	14	10	8	4615	
61	1	15	2	5915	
62	1	7	6	7724	
63	9	4	2	6265	
64	9	15	8	4285	
65	2	0	8	4755	
66	10	8	8	5975	
67	15	3	6	4394	
68	2	8	3	4385	
69	1	13	6	4374	
70	3	2	6	5795	
71	8	10	8	3715	
72	13	10	6	3495	
73	7	0	4	7517	
74	14	6	6	4055	
75	12	11	3	6643	
76	7	13	3	7756	
77	10	11	4	7606	
78	8	3	2	8093	
79	13	2	1	4684	
80	0	8	6	3883	
81	15	1	3	4935	
82	15	6	2	6385	
83	14	9	3	4926	
84	15	5	3	4404	
85	12	11	2	5235	
86	15	11	8	5344	
87	3	0	3	7955	
88	7	2	4	9395	
89	7	9	2	4776	
90	6	12	3	5146	
91	11	2	3	4296	
92	8	7	1	5084	
93	5	4	7	2995	
94	0	3	3	3163	
95	5	14	2	5255	
96	6	10	7	3313	
97	1	6	2	6695	
98	5	14	1	5194	
99	4	13	3	7245	
100	0	4	7	3835	
101	5	2	3	3815	
102	9	6	1	4914	
