0	2	678	403	4	914	569	12	250	570	13	414	566	10	543	401	0	1015	212	1	883	334	15	416	394	72259	
1	2	480	239	4	627	420	12	783	420	13	918	417	6	480	422	9	1051	412	3	642	649	11	780	657	78925	
2	2	685	175	4	710	400	12	432	396	13	564	586	8	564	401	14	511	175	5	717	585	7	921	599	58311	
3	10	580	454	0	838	608	1	728	760	15	423	452	6	709	455	9	580	759	3	874	444	11	429	627	72316	
4	10	523	303	0	767	427	1	835	270	15	672	604	8	653	425	14	501	476	5	889	422	7	799	602	71968	
5	6	725	476	9	594	693	3	879	293	11	384	493	8	405	269	14	592	478	5	745	689	7	903	500	40539	
6	2	1032	478	4	743	484	12	598	490	13	584	323	10	375	500	0	904	481	1	893	328	15	426	333	59946	
7	2	895	354	4	731	545	12	573	538	13	360	544	6	891	552	9	353	733	3	740	739	11	574	736	47392	
8	2	906	267	4	744	497	12	614	488	13	597	650	8	473	478	14	395	313	5	758	671	7	932	684	68755	
9	10	558	268	0	904	464	1	774	460	15	339	469	6	800	261	9	553	457	3	766	653	11	550	648	67999	
10	10	477	572	0	801	566	1	932	566	15	632	312	8	667	573	14	414	416	5	934	742	7	862	307	56898	
11	6	766	476	9	629	673	3	933	676	11	425	679	8	455	479	14	608	472	5	762	668	7	928	479	60870	
