0	1	927	544	14	930	707	15	938	863	6	815	531	13	939	374	5	692	534	3	1174	540	7	1052	536	24687	
1	1	1010	498	14	776	778	15	677	657	6	911	502	9	777	900	0	1116	494	4	781	499	12	776	655	27629	
2	1	677	790	14	701	480	15	590	480	6	666	932	2	694	639	10	947	483	8	836	484	11	1053	476	18446	
3	13	921	638	5	518	637	3	413	628	7	618	632	9	1050	648	0	313	639	4	767	639	12	1168	645	16144	
4	13	1145	643	5	846	646	3	753	645	7	549	651	2	647	651	10	954	656	8	1256	647	11	1045	647	13439	
5	9	910	586	0	571	586	4	681	580	12	572	450	2	358	590	10	1025	588	8	802	588	11	462	584	16884	
6	1	326	526	14	1082	530	15	846	526	6	434	523	13	959	532	5	566	519	3	208	521	7	716	521	15178	
7	1	703	344	14	1064	505	15	819	512	6	587	500	9	1179	506	0	702	500	4	707	663	12	954	510	18917	
8	1	1133	595	14	640	597	15	533	605	6	1005	588	2	1252	612	10	761	446	8	853	576	11	757	589	18688	
9	13	803	545	5	1260	546	3	1376	561	7	911	549	9	683	550	0	1137	547	4	1023	547	12	547	553	15034	
10	13	1252	500	5	907	488	3	676	478	7	775	485	2	578	484	10	1125	497	8	1353	494	11	1015	490	18318	
11	9	1340	483	0	633	485	4	766	492	12	1204	487	2	859	486	10	967	489	8	1465	473	11	1067	482	20289	
