0	8	552	375	9	505	521	12	324	370	10	727	375	5	789	655	6	1055	661	2	935	664	13	438	370	64842	
1	8	258	501	9	597	630	12	365	510	10	426	671	15	183	662	4	809	553	11	306	665	0	911	557	39691	
2	8	552	315	9	550	455	12	432	453	10	213	454	1	757	440	3	856	441	14	312	449	7	966	440	35613	
3	5	533	486	6	477	385	2	389	389	13	1002	430	15	918	432	4	712	379	11	960	314	0	595	391	53672	
4	5	643	317	6	888	317	2	974	322	13	502	308	1	805	318	3	730	319	14	421	307	7	1079	318	81112	
5	15	614	463	4	248	283	11	618	233	0	346	149	1	341	289	3	423	288	14	620	351	7	340	411	66982	
6	8	856	444	9	1027	329	12	850	322	10	763	316	5	370	301	6	459	300	2	561	307	13	938	320	64231	
7	8	341	406	9	440	408	12	340	522	10	530	411	15	710	419	4	972	421	11	637	420	0	1047	421	47602	
8	8	699	340	9	781	341	12	623	338	10	446	339	1	888	527	3	985	538	14	533	337	7	1082	529	46522	
9	5	328	460	6	167	459	2	170	336	13	768	470	15	641	472	4	240	457	11	560	477	0	232	634	50772	
10	5	757	265	6	188	277	2	415	271	13	754	137	1	656	271	3	512	268	14	837	143	7	272	269	73711	
11	15	968	440	4	266	413	11	869	434	0	364	415	1	511	419	3	607	422	14	1069	444	7	739	429	66552	
