0	11	6	2	10266	
1	7	13	4	5343	
2	11	4	2	3383	
3	13	8	7	6095	
4	2	14	7	3673	
5	5	3	8	3114	
6	5	14	4	2904	
7	1	15	1	4974	
8	12	2	1	4175	
9	8	6	4	1952	
10	6	14	3	1904	
11	5	9	3	3675	
12	8	5	2	3294	
13	0	8	3	8924	
14	8	1	7	2684	
15	5	9	7	1033	
16	6	7	8	2514	
17	0	12	6	1345	
18	13	6	6	1774	
19	6	10	8	2765	
20	13	2	6	1972	
21	14	10	6	1143	
22	10	5	7	1572	
23	1	9	8	2213	
24	6	4	8	3173	
25	8	9	6	3414	
26	11	13	5	1482	
27	0	2	5	1123	
28	13	5	5	923	
29	1	5	8	1704	
30	3	7	7	1863	
31	12	9	7	4253	
32	14	9	5	2586	
33	6	13	5	1695	
34	11	5	4	1785	
35	11	0	3	2243	
36	9	4	3	9524	
37	7	11	3	3003	
38	12	3	2	1764	
39	9	13	8	2695	
40	13	1	5	4744	
41	0	2	8	3116	
42	15	9	8	1773	
43	3	14	5	1455	
44	10	11	8	2683	
45	8	13	6	2575	
46	12	4	4	2332	
47	15	9	6	5134	
48	4	6	7	2343	
49	10	3	4	3676	
50	8	3	3	3353	
51	11	9	3	1764	
52	12	0	3	1794	
53	15	10	7	2254	
54	15	7	4	1915	
55	11	12	4	3043	
56	4	5	7	2236	
57	3	2	7	1885	
58	7	10	5	2623	
59	12	10	8	2646	
60	5	11	4	1803	
61	2	10	3	2046	
62	3	9	3	1793	
63	11	14	3	3022	
64	2	7	7	2774	
65	3	6	6	5536	
66	12	8	8	2273	
67	1	14	5	3284	
68	14	13	7	2925	
69	5	4	5	3815	
70	15	5	6	2454	
71	8	4	5	3085	
72	7	13	4	2684	
73	6	10	3	3787	
74	9	0	4	3385	
75	7	8	3	2074	
76	3	2	7	2235	
77	15	12	3	2924	
78	7	6	6	2326	
79	6	1	6	2425	
80	4	13	4	1534	
81	8	5	4	1574	
82	7	9	4	1563	
83	15	0	3	3485	
84	12	6	3	1695	
85	2	8	4	6505	
86	3	13	2	2082	
87	5	12	4	3275	
88	12	13	8	2926	
89	1	3	7	2764	
90	8	10	8	8006	
91	0	13	4	2913	
92	5	2	3	4196	
93	4	10	2	3124	
94	5	7	6	3184	
95	5	0	4	4823	
96	9	11	7	3755	
97	7	8	4	3075	
98	6	1	5	2334	
99	12	14	3	3034	
100	3	0	7	4474	
101	15	14	8	3203	
102	3	12	4	2043	
103	2	6	3	3756	
104	0	5	2	4645	
105	1	7	2	2314	
106	0	4	7	2473	
107	4	12	6	2885	
108	3	7	7	3455	
109	7	4	4	2725	
110	9	10	7	3735	
111	3	15	3	3215	
112	7	5	6	2745	
113	6	9	2	4525	
114	0	1	6	3955	
115	6	5	4	2384	
116	9	0	3	2413	
117	5	15	2	2575	
118	6	3	2	6964	
119	15	10	3	2635	
120	0	11	3	24793	
121	2	1	7	3034	
122	13	10	7	2283	
123	11	2	4	1544	
124	4	11	3	1724	
125	6	0	7	2323	
126	13	4	5	1635	
127	1	12	3	1764	
128	10	5	3	2672	
129	12	1	3	2462	
130	4	7	6	3454	
131	10	13	6	4214	
132	14	1	4	2862	
133	9	12	5	3363	
134	4	14	4	2494	
135	2	8	4	5872	
136	12	7	3	2354	
137	4	2	6	3004	
138	12	15	6	1815	
139	15	4	4	1823	
140	14	7	4	1604	
141	14	8	4	3835	
142	10	1	3	5234	
143	8	14	7	3993	
144	15	6	4	3385	
145	13	0	4	2545	
146	0	14	3	1475	
147	0	6	6	2984	
148	6	14	3	2404	
149	0	7	3	9885	
150	2	5	3	2544	
151	14	12	7	2525	
152	15	2	5	2195	
153	1	10	6	2022	
154	14	5	6	3264	
155	14	4	6	1823	
156	11	10	7	4145	
157	3	9	5	2584	
158	3	5	4	3143	
159	0	3	7	4214	
160	5	12	4	5324	
161	6	9	4	1525	
162	6	8	4	2874	
163	8	15	8	3215	
164	15	4	6	2503	
165	11	1	4	2484	
166	1	4	7	3875	
167	10	12	8	2804	
168	0	4	8	4504	
169	7	11	4	2386	
170	3	10	4	2685	
171	11	3	5	1814	
172	8	1	7	34653	
173	11	12	4	17985	
174	6	15	3	16315	
175	2	13	5	14273	
176	2	15	4	2043	
177	9	1	6	10944	
178	11	15	8	7933	
179	13	3	4	1714	
180	1	2	8	14595	
181	14	9	8	1885	
182	14	15	7	1614	
183	4	2	6	1713	
184	11	8	7	3375	
185	5	6	7	19754	
186	9	8	8	12954	
187	12	7	5	4055	
188	1	11	4	6703	
189	2	11	3	30093	
190	15	3	4	4115	
191	0	14	3	2623	
192	0	1	6	4095	
193	0	15	4	5945	
194	15	13	8	1924	
195	3	1	8	904	
196	3	4	7	1355	
197	14	10	8	2545	
198	9	2	5	1552	
199	8	12	7	2873	
200	5	13	5	4504	
201	15	13	7	1993	
202	13	1	5	2663	
203	8	10	7	5095	
204	12	13	7	1102	
205	12	2	5	1484	
206	15	7	4	1333	
207	0	10	4	2562	
208	15	1	3	2543	
209	4	10	3	2373	
210	1	7	4	4384	
211	14	7	2	1614	
212	11	14	2	3583	
213	4	9	3	2235	
214	7	9	4	5613	
215	0	10	3	2094	
216	10	2	3	2094	
217	5	1	7	4436	
218	14	13	8	3004	
219	13	9	7	1963	
220	7	10	5	2444	
221	6	11	4	3124	
222	11	13	7	2362	
223	2	14	4	1893	
224	7	2	7	6154	
225	4	8	4	1585	
226	8	0	3	2302	
227	15	11	8	2374	
228	9	2	4	1604	
229	1	4	7	1995	
230	3	8	4	1462	
231	10	9	7	1634	
232	2	6	8	1754	
233	11	8	6	3034	
234	11	3	5	1855	
235	4	3	4	2182	
236	6	12	3	3143	
237	3	14	3	2405	
238	15	8	7	1925	
239	0	7	7	1715	
