0	8	264	139	4	687	769	2	694	609	14	349	369	1	566	766	13	394	140	10	255	337	3	556	601	47734	
1	8	752	263	4	479	841	2	743	740	14	943	414	9	1082	261	0	650	734	12	839	261	6	395	842	28153	
2	8	969	313	4	770	500	2	547	550	14	1017	159	5	651	480	15	909	127	11	862	263	7	619	657	30653	
3	1	316	439	13	975	252	10	777	263	3	501	387	9	871	198	0	416	346	12	868	356	6	515	527	37844	
4	1	183	299	13	854	233	10	687	364	3	288	235	5	199	154	15	797	108	11	706	165	7	395	240	39064	
5	9	810	355	0	488	624	12	917	296	6	386	705	5	379	538	15	881	103	11	760	179	7	419	864	27094	
6	8	315	501	4	233	354	2	531	435	14	1080	379	1	350	268	13	976	258	10	962	425	3	422	423	25683	
7	8	979	579	4	232	572	2	418	596	14	903	429	9	987	729	0	224	731	12	900	575	6	346	465	24644	
8	8	1076	261	4	422	663	2	454	495	14	960	317	5	336	461	15	915	527	11	1057	515	7	563	535	29155	
9	1	934	480	13	185	444	10	393	357	3	817	487	9	293	418	0	696	522	12	316	219	6	606	568	45505	
10	1	286	330	13	859	406	10	1161	529	3	412	305	5	169	324	15	946	480	11	1055	533	7	254	188	38734	
11	9	1081	433	0	336	148	12	806	379	6	329	345	5	224	306	15	892	250	11	1058	277	7	148	407	38814	
