0	3	1029	369	0	1112	240	11	273	256	15	188	253	9	193	512	12	280	394	8	189	388	6	1025	242	57592	
1	3	1107	406	0	1058	279	11	137	149	15	137	276	5	1156	285	2	1148	156	4	1051	152	13	225	155	22172	
2	3	1115	727	0	1022	862	11	106	127	15	112	262	7	1121	867	14	204	131	1	1021	731	10	212	268	28111	
3	9	142	181	12	146	313	8	229	182	6	1040	765	5	1046	893	2	1136	894	4	1133	765	13	244	313	35822	
4	9	1088	170	12	1177	297	8	1173	166	6	166	158	7	207	277	14	1091	298	1	252	159	10	1131	424	20232	
5	5	1048	876	2	1047	743	4	1090	624	13	248	139	7	1140	730	14	156	132	1	1146	869	10	199	267	71811	
6	3	94	110	0	95	253	11	1098	878	15	1121	615	9	1184	878	12	1177	738	8	1091	744	6	179	109	67502	
7	3	1148	396	0	1192	144	11	144	775	15	192	897	5	1098	280	2	1102	152	4	1197	282	13	101	896	33472	
8	3	1158	273	0	1150	144	11	127	911	15	222	916	7	1053	141	14	1053	287	1	1099	404	10	126	784	25892	
9	9	1085	875	12	1180	875	8	1179	746	6	210	130	5	210	260	2	117	122	4	119	258	13	1083	750	32212	
10	9	1057	897	12	1096	619	8	1147	767	6	88	154	7	185	150	14	1051	763	1	147	281	10	1148	902	21992	
11	5	1164	786	2	1085	917	4	1172	919	13	157	251	7	1081	791	14	109	124	1	1120	664	10	199	130	18693	
