0.000	752.018	415.547	998.553	414.304	767.089	562.659	627.507	620.562	723.522	378.025	761.929	100.726	752.331	98.670	849.289	
752.018	0.000	871.958	623.655	960.906	487.757	405.466	694.453	906.760	157.214	813.121	543.842	758.098	542.783	844.465	490.430	
415.547	871.958	0.000	752.317	393.792	545.242	514.471	704.967	589.885	679.361	527.007	867.990	694.262	718.945	450.862	874.733	
998.553	623.655	752.317	0.000	765.640	545.804	365.106	370.131	805.122	930.394	809.361	484.642	798.769	425.219	838.749	515.426	
414.304	960.906	393.792	765.640	0.000	560.548	525.261	667.105	408.882	635.980	934.163	921.500	722.787	785.416	939.862	1099.588	
767.089	487.757	545.242	545.804	560.548	0.000	558.182	544.500	823.087	403.444	640.966	850.460	891.945	251.936	682.621	618.904	
562.659	405.466	514.471	365.106	525.261	558.182	0.000	730.691	784.964	569.390	483.483	642.570	572.900	1014.550	610.872	802.080	
627.507	694.453	704.967	370.131	667.105	544.500	730.691	0.000	862.905	503.744	768.428	102.135	859.699	451.111	408.454	510.726	
620.562	906.760	589.885	805.122	408.882	823.087	784.964	862.905	0.000	813.998	696.015	872.141	276.962	718.438	692.502	711.012	
723.522	157.214	679.361	930.394	635.980	403.444	569.390	503.744	813.998	0.000	796.354	769.980	709.648	353.638	835.974	359.751	
378.025	813.121	527.007	809.361	934.163	640.966	483.483	768.428	696.015	796.354	0.000	895.334	590.740	603.533	316.554	827.590	
761.929	543.842	867.990	484.642	921.500	850.460	642.570	102.135	872.141	769.980	895.334	0.000	652.598	867.309	715.120	105.114	
100.726	758.098	694.262	798.769	722.787	891.945	572.900	859.699	276.962	709.648	590.740	652.598	0.000	742.752	288.434	570.758	
752.331	542.783	718.945	425.219	785.416	251.936	1014.550	451.111	718.438	353.638	603.533	867.309	742.752	0.000	573.513	103.718	
98.670	844.465	450.862	838.749	939.862	682.621	610.872	408.454	692.502	835.974	316.554	715.120	288.434	573.513	0.000	692.857	
849.289	490.430	874.733	515.426	1099.588	618.904	802.080	510.726	711.012	359.751	827.590	105.114	570.758	103.718	692.857	0.000	
