0.000	819.249	486.507	743.893	830.557	423.127	328.317	972.049	848.377	986.386	865.408	1306.432	703.085	992.770	805.468	895.591	
819.249	0.000	702.561	1086.455	337.211	945.903	881.050	856.240	847.706	1195.329	1227.016	1037.168	1058.214	536.988	335.583	524.870	
486.507	702.561	0.000	864.001	676.984	1277.131	492.579	721.688	982.855	943.830	793.407	1045.568	986.079	389.366	938.110	861.355	
743.893	1086.455	864.001	0.000	766.975	1233.642	1076.055	345.758	938.748	667.920	876.753	723.839	1283.338	621.006	918.673	503.498	
830.557	337.211	676.984	766.975	0.000	1610.099	729.567	797.320	752.431	1132.910	448.090	707.219	1010.025	674.942	1254.574	316.164	
423.127	945.903	1277.131	1233.642	1610.099	0.000	808.953	1028.935	972.028	715.812	978.810	344.895	745.474	1433.010	884.883	592.176	
328.317	881.050	492.579	1076.055	729.567	808.953	0.000	738.370	1246.219	1242.485	799.624	923.932	770.606	800.463	1581.759	687.011	
972.049	856.240	721.688	345.758	797.320	1028.935	738.370	0.000	712.496	668.227	380.935	1372.240	528.702	519.097	1013.972	651.701	
848.377	847.706	982.855	938.748	752.431	972.028	1246.219	712.496	0.000	787.172	1293.269	712.390	714.696	1128.896	671.241	729.906	
986.386	1195.329	943.830	667.920	1132.910	715.812	1242.485	668.227	787.172	0.000	677.598	706.624	816.847	1132.971	725.145	467.749	
865.408	1227.016	793.407	876.753	448.090	978.810	799.624	380.935	1293.269	677.598	0.000	1023.996	259.658	1035.463	933.768	651.384	
1306.432	1037.168	1045.568	723.839	707.219	344.895	923.932	1372.240	712.390	706.624	1023.996	0.000	958.428	763.941	922.156	556.331	
703.085	1058.214	986.079	1283.338	1010.025	745.474	770.606	528.702	714.696	816.847	259.658	958.428	0.000	1109.800	715.058	1056.585	
992.770	536.988	389.366	621.006	674.942	1433.010	800.463	519.097	1128.896	1132.971	1035.463	763.941	1109.800	0.000	1011.287	262.462	
805.468	335.583	938.110	918.673	1254.574	884.883	1581.759	1013.972	671.241	725.145	933.768	922.156	715.058	1011.287	0.000	801.164	
895.591	524.870	861.355	503.498	316.164	592.176	687.011	651.701	729.906	467.749	651.384	556.331	1056.585	262.462	801.164	0.000	
