0.000	285.733	360.646	412.460	224.298	329.351	383.771	377.773	1075.053	710.709	655.274	816.967	578.052	636.071	564.675	1089.370	
285.733	0.000	518.456	206.144	329.399	258.684	303.623	453.014	766.525	813.825	624.105	616.407	671.208	673.977	701.288	744.388	
360.646	518.456	0.000	293.962	303.416	431.589	275.370	459.867	623.987	544.570	632.903	733.758	925.462	732.793	706.665	800.771	
412.460	206.144	293.962	0.000	372.778	316.341	356.137	235.834	787.014	982.111	519.365	458.356	771.958	869.373	629.898	757.750	
224.298	329.399	303.416	372.778	0.000	201.929	401.168	564.165	723.627	864.315	543.504	756.618	747.075	663.667	658.649	735.432	
329.351	258.684	431.589	316.341	201.929	0.000	252.549	400.235	703.110	794.786	654.521	628.841	868.409	639.942	801.427	766.042	
383.771	303.623	275.370	356.137	401.168	252.549	0.000	414.834	739.514	573.770	436.949	881.587	543.737	625.595	549.794	730.701	
377.773	453.014	459.867	235.834	564.165	400.235	414.834	0.000	791.444	512.083	555.650	655.507	487.205	497.243	570.274	673.588	
1075.053	766.525	623.987	787.014	723.627	703.110	739.514	791.444	0.000	466.779	254.456	381.222	275.416	408.643	404.579	394.779	
710.709	813.825	544.570	982.111	864.315	794.786	573.770	512.083	466.779	0.000	336.049	643.621	466.943	338.045	291.315	566.057	
655.274	624.105	632.903	519.365	543.504	654.521	436.949	555.650	254.456	336.049	0.000	392.981	503.850	535.808	459.714	425.008	
816.967	616.407	733.758	458.356	756.618	628.841	881.587	655.507	381.222	643.621	392.981	0.000	854.457	277.503	900.107	295.099	
578.052	671.208	925.462	771.958	747.075	868.409	543.737	487.205	275.416	466.943	503.850	854.457	0.000	484.642	284.672	542.114	
636.071	673.977	732.793	869.373	663.667	639.942	625.595	497.243	408.643	338.045	535.808	277.503	484.642	0.000	346.375	514.656	
564.675	701.288	706.665	629.898	658.649	801.427	549.794	570.274	404.579	291.315	459.714	900.107	284.672	346.375	0.000	468.112	
1089.370	744.388	800.771	757.750	735.432	766.042	730.701	673.588	394.779	566.057	425.008	295.099	542.114	514.656	468.112	0.000	
