0.000	213.894	476.910	820.070	122.991	206.233	835.292	836.940	352.125	312.429	484.823	587.998	281.911	251.993	514.504	597.629	
213.894	0.000	535.173	618.882	109.011	124.537	489.094	675.188	399.331	234.501	634.176	607.587	324.440	387.174	665.169	659.257	
476.910	535.173	0.000	166.676	635.202	553.392	108.565	159.333	580.781	480.484	494.417	345.179	627.702	590.229	465.138	358.863	
820.070	618.882	166.676	0.000	741.056	629.741	168.394	144.486	827.111	726.064	408.482	487.674	827.040	814.096	465.950	377.324	
122.991	109.011	635.202	741.056	0.000	333.801	708.537	759.245	412.552	252.485	649.901	705.307	340.756	270.415	814.018	725.605	
206.233	124.537	553.392	629.741	333.801	0.000	572.084	510.155	344.129	264.918	468.200	536.588	355.373	342.038	549.718	468.348	
835.292	489.094	108.565	168.394	708.537	572.084	0.000	192.260	770.772	699.109	295.076	426.923	636.211	783.318	397.446	395.561	
836.940	675.188	159.333	144.486	759.245	510.155	192.260	0.000	758.229	732.448	207.153	512.987	859.611	767.192	377.877	424.370	
352.125	399.331	580.781	827.111	412.552	344.129	770.772	758.229	0.000	123.525	725.959	808.270	153.732	231.345	785.216	802.464	
312.429	234.501	480.484	726.064	252.485	264.918	699.109	732.448	123.525	0.000	614.464	572.162	145.294	293.235	549.984	607.124	
484.823	634.176	494.417	408.482	649.901	468.200	295.076	207.153	725.959	614.464	0.000	185.386	883.808	655.330	103.261	118.904	
587.998	607.587	345.179	487.674	705.307	536.588	426.923	512.987	808.270	572.162	185.386	0.000	526.274	483.202	118.960	143.055	
281.911	324.440	627.702	827.040	340.756	355.373	636.211	859.611	153.732	145.294	883.808	526.274	0.000	126.102	714.760	599.593	
251.993	387.174	590.229	814.096	270.415	342.038	783.318	767.192	231.345	293.235	655.330	483.202	126.102	0.000	842.163	499.900	
514.504	665.169	465.138	465.950	814.018	549.718	397.446	377.877	785.216	549.984	103.261	118.960	714.760	842.163	0.000	144.487	
597.629	659.257	358.863	377.324	725.605	468.348	395.561	424.370	802.464	607.124	118.904	143.055	599.593	499.900	144.487	0.000	
